data	ano
0.00350387	3X4'
0.003233682	3X4'
0.003686294	3X4'
0.003337607	3X4'
0.003398647	3X4'
0.003375077	3X4'
0.003409135	3X4'
0.00338837	3X4'
0.003517837	3X4'
0.003395517	3X4'
0.003365373	3X4'
0.003313587	3X4'
0.003477704	3X4'
0.003541335	3X4'
0.00340252	3X4'
0.003419133	3X4'
0.003197908	3X4'
0.003299758	3X4'
0.00336848	3X4'
0.003389471	3X4'
0.003462101	3X4'
0.003437735	3X4'
0.003524093	3X4'
0.003436245	3X4'
0.003209076	3X4'
0.003361417	3X4'
0.003428523	3X4'
0.003407982	3X4'
0.00340319	3X4'
0.003361996	3X4'
0.00341284	3X4'
0.003353609	3X4'
0.00346309	3X4'
0.003343462	3X4'
0.003322088	3X4'
0.00327092	3X4'
0.003344602	3X4'
0.003233483	3X4'
0.003333104	3X4'
0.00349394	3X4'
0.003355029	3X4'
0.003361663	3X3'
0.002382094	3X3'
0.002204819	3X3'
0.002406662	3X3'
0.002360665	3X3'
0.002490258	3X3'
0.002371039	3X3'
0.002290013	3X3'
0.002659196	3X3'
0.002460722	3X3'
0.002568046	3X3'
0.00229121	3X3'
0.002312393	3X3'
0.002445433	3X3'
0.00258726	3X3'
0.002531875	3X3'
0.002827434	3X3'
0.002375606	3X3'
0.002348266	3X3'
0.00238753	3X3'
0.002466941	3X3'
0.002477291	3X3'
0.00254018	3X3'
0.002361539	3X3'
0.002440152	3X3'
0.002639404	3X3'
0.002585443	3X3'
0.002636608	3X3'
0.00243683	3X3'
0.002476468	3X3'
0.002407922	3X3'
0.002588218	3X3'
0.002548562	3X3'
0.002432564	3X3'
0.002333016	3X3'
0.002551106	3X3'
0.002536801	3X3'
0.002576203	3X3'
0.002610324	3X3'
0.002335748	3X3'
0.002513552	3X3'
0.002314605	3X3'
0.002571017	3X3'
0.002398506	3X3'
0.002299712	3X3'
0.002775605	3X3'
0.002557287	3X3'
0.002466136	3X3'
0.002556027	3X3'
0.002448949	3X3'
0.002482336	3X3'
0.002682478	3X3'
0.002544319	3X3'
0.002464489	3X3'
0.002332442	3X3'
0.00226843	3X3'
0.002284537	3X3'
0.002410063	3X3'
0.002514807	3X3'
0.002815143	3X3'
0.002212905	3X3'
0.002634315	3X3'
0.002529817	3X3'
0.002531147	3X3'
0.00238472	3X3'
0.002353334	3X3'
0.002515798	3X3'
0.002536868	3X3'
0.002615323	3X3'
0.002566909	3X3'
0.002401662	3X3'
0.00268592	3X3'
0.002680761	3X3'
0.002242859	3X3'
0.002541522	3X3'
0.002405712	3X3'
0.002407055	3X3'
0.002404597	3X3'
0.002333762	3X3'
0.002606646	3X3'
0.002656711	3X3'
0.002681551	3X3'
0.00249481	3X3'
0.002270126	3X3'
0.002467482	3X3'
0.00250259	3X3'
0.0026959	3X3'
0.002567337	3X3'
0.002473953	3X3'
0.002549642	3X3'
0.002588402	3X3'
0.002475067	3X3'
0.002375146	3X3'
0.002501186	3X3'
0.002318328	3X3'
0.00236957	3X3'
0.002264788	3X3'
0.00248522	3X3'
0.002687306	3X3'
0.002497854	3X3'
0.002543119	2X2'
0.012958711	2X2'
0.01295735	2X2'
0.013449466	2X2'
0.012862121	2X2'
0.01315471	2X2'
0.012991432	2X2'
0.012852406	2X2'
0.013549133	2X2'
0.013466958	2X2'
0.013131907	2X2'
0.013267884	2X2'
0.013080227	2X2'
0.013080767	2X2'
0.013581957	2X2'
0.013218402	2X2'
0.013801384	2X2'
0.013163773	2X2'
0.013006865	2X2'
0.013335749	2X2'
0.012878044	2X2'
0.01319043	2X2'
0.012670451	2X2'
0.013286826	2X2'
0.013300054	2X2'
0.013551733	2X2'
0.01331483	2X2'
0.01345223	2X2'
0.01334099	2X2'
0.013306257	2X2'
0.013197515	2X2'
0.013125592	2X2'
0.013524707	2X2'
0.013322734	2X2'
0.01316426	2X2'
0.013188195	2X2'
0.013365134	2X2'
0.013421104	2X2'
0.013794933	2X2'
0.013273385	2X2'
0.013038674	2X2'
0.012674885	2X2'
0.013438725	2X2'
0.013192989	2X2'
0.012879578	2X2'
0.013145321	2X2'
0.0132641	2X2'
0.013804787	2X2'
0.013214072	2X2'
0.013058461	2X2'
0.013152979	2X2'
0.013895175	2X2'
0.013165212	2X2'
0.012880936	2X2'
0.012767774	2X2'
0.013240351	2X2'
0.012850458	2X2'
0.013221235	2X2'
0.013484298	2X2'
0.013592241	2X2'
0.012782273	2X2'
0.013353821	2X2'
0.0132671	2X2'
0.013268457	2X2'
0.013250548	2X2'
0.013211834	2X2'
0.012759239	2X2'
0.013150166	2X2'
0.01373768	2X2'
0.013123394	2X2'
0.013175326	2X2'
0.013092598	2X2'
0.013071199	2X2'
0.012909315	2X2'
0.013094908	2X2'
0.012887698	2X2'
0.013088904	2X2'
0.013019069	2X2'
0.013278437	2X2'
0.012853256	2X2'
0.013176618	2X2'
0.013100455	2X2'
0.01326836	2X2'
0.01279725	2X2'
0.013276051	2X2'
0.013020469	2X2'
0.013306342	2X2'
0.013070865	2X2'
0.013209937	2X2'
0.013424054	2X2'
0.013159271	2X2'
0.013409494	2X2'
0.012902215	2X2'
0.012889499	2X2'
0.012818071	2X2'
0.01315737	2X2'
0.013172537	2X2'
0.013029001	2X2'
0.013095552	2X2'
0.013221307	2X2'
0.013710655	1X3'
0.01788091	1X3'
0.017779585	1X3'
0.018386187	1X3'
0.017209634	1X3'
0.017510255	1X3'
0.017682043	1X3'
0.017881436	1X3'
0.018690325	1X3'
0.018870242	1X3'
0.017728258	1X3'
0.017800068	1X3'
0.017693924	1X3'
0.018096269	1X3'
0.018679941	1X3'
0.018483705	1X3'
0.019265301	1X3'
0.018341545	1X3'
0.017980274	1X3'
0.018725574	1X3'
0.01717464	1X3'
0.018733756	1X3'
0.017385216	1X3'
0.018316259	1X3'
0.018231752	1X3'
0.018656495	1X3'
0.019002555	1X3'
0.018226919	1X3'
0.018820406	1X3'
0.018576952	1X3'
0.017899266	1X3'
0.018446769	1X3'
0.018527752	1X3'
0.017770751	1X3'
0.017282751	1X3'
0.018757028	1X3'
0.018337246	1X3'
0.018101229	1X3'
0.018813955	1X3'
0.017807829	1X3'
0.017952465	1X3'
0.017764536	1X3'
0.018627794	1X3'
0.017982409	1X3'
0.017272249	1X3'
0.018101927	1X3'
0.018474701	1X3'
0.019115449	1X3'
0.017549479	1X3'
0.017915572	1X3'
0.018166504	1X3'
0.018859093	1X3'
0.01783395	1X3'
0.018132523	1X3'
0.018146839	1X3'
0.018073555	1X3'
0.017038221	1X3'
0.017694888	1X3'
0.018258349	1X3'
0.019241367	1X3'
0.017152628	1X3'
0.018110497	1X3'
0.018555847	1X3'
0.018183235	1X3'
0.017931683	1X3'
0.017695209	1X3'
0.017554079	1X3'
0.018276993	1X3'
0.019192989	1X3'
0.018349448	1X3'
0.018329016	1X3'
0.017658407	1X3'
0.017838795	1X3'
0.018366358	1X3'
0.01798568	1X3'
0.017929124	1X3'
0.017943847	1X3'
0.017852062	1X3'
0.017642737	1X3'
0.017105424	1X3'
0.018146552	1X3'
0.018235462	1X3'
0.01869041	1X3'
0.01740912	1X3'
0.01842379	1X3'
0.017182433	1X3'
0.018628017	1X3'
0.018037389	1X3'
0.017707322	1X3'
0.018977254	1X3'
0.01806989	1X3'
0.018121541	1X3'
0.017673716	1X3'
0.018466971	1X3'
0.017553114	1X3'
0.018310652	1X3'
0.018668394	1X3'
0.017141806	1X3'
0.018096001	1X3'
0.018520301	1X3'
0.019215138	1X2'
0.03162071	1X2'
0.031438329	1X2'
0.031835168	1X2'
0.031572927	1X2'
0.031954704	1X2'
0.031607963	1X2'
0.031969956	1X2'
0.032029608	1X2'
0.032341159	1X2'
0.031421952	1X2'
0.031886791	1X2'
0.031657781	1X2'
0.031639839	1X2'
0.032484917	1X2'
0.03199235	1X2'
0.03266725	1X2'
0.032027817	1X2'
0.031764667	1X2'
0.032448731	1X2'
0.031156815	1X2'
0.032014123	1X2'
0.031470068	1X2'
0.032173198	1X2'
0.032125553	1X2'
0.032174194	1X2'
0.032008342	1X2'
0.032079009	1X2'
0.032020466	1X2'
0.031857534	1X2'
0.031850768	1X2'
0.032031664	1X2'
0.032110411	1X2'
0.031539914	1X2'
0.031322461	1X2'
0.031972317	1X2'
0.032144431	1X2'
0.032143524	1X2'
0.032359941	1X2'
0.031812193	1X2'
0.031847577	1X2'
0.031512426	1X2'
0.032030497	1X2'
0.032126554	1X2'
0.031390116	1X2'
0.03180536	1X2'
0.031973724	1X2'
0.032723836	1X2'
0.031701218	1X2'
0.031674398	1X2'
0.03199098	1X2'
0.032508565	1X2'
0.031512609	1X2'
0.031651926	1X2'
0.032068554	1X2'
0.03165657	1X2'
0.031298111	1X2'
0.031511572	1X2'
0.032031858	1X2'
0.032068781	1X2'
0.031402365	1X2'
0.031600808	1X2'
0.032473607	1X2'
0.031951432	1X2'
0.031833155	1X2'
0.031766533	1X2'
0.031218209	1X2'
0.031796163	1X2'
0.032599976	1X2'
0.032073609	1X2'
0.032340842	1X2'
0.031490971	1X2'
0.031547684	1X2'
0.031986077	1X2'
0.032042625	1X2'
0.031411475	1X2'
0.031687806	1X2'
0.031285822	1X2'
0.031791086	1X2'
0.031238277	1X2'
0.031552563	1X2'
0.031525303	1X2'
0.032376409	1X2'
0.031229222	1X2'
0.032056585	1X2'
0.031430917	1X2'
0.031716005	1X2'
0.031794604	1X2'
0.031806989	1X2'
0.03238339	1X2'
0.032118974	1X2'
0.031847449	1X2'
0.031290007	1X2'
0.031622672	1X2'
0.031042741	1X2'
0.032130215	1X2'
0.032386044	1X2'
0.031249445	1X2'
0.031902826	1X2'
0.03190344	1X2'
0.032544576	1X2'
